2012-12-13	Monserrat	Capital Federal	Desarrollador Java Sr./ SSr. ( Zona Monserrat ) CONTRATO TEMPORAL		Enviar pretensiones por mail Ref:Desarrollador Java Sr./ SSr.	Inmediato	Contrato Temporal	Tiempo Completo, Temporal	Enviar CV y pretensiones por mail. Ref.: Desarrollador Java Sr./ SSr. ( Zona Monserrat ) CONTRATO TEMPORAL	Kaizen Recursos Humanos	Maria Teresa Di Rico			Monserrat - Buenos Aires, Ciudad Aut�noma de Buenos Aires, Argentina	-34.6125	-58.3833333	2012-12-14	http://www.computrabajo.com.ar/bt-ofrd-kaizenrh-1629744.htm	2012-12-15
2012-12-13	Belgrano-Nuñez	Capital Federal	Programador Visual FoxPro SSr./Sr. (Zona Belgrano-Nuñez)		Enviar pretensiones por mail. Ref: Programador Visual FoxPro SSr	Inmediato	Incorporación permamente.	Tiempo Completo	Enviar CV y pretensiones por mail. Ref.: Programador Visual FoxPro SSr./Sr.	Kaizen Recursos Humanos	Maria Teresa Di Rico			N��ez, Buenos Aires, Ciudad Aut�noma de Buenos Aires, Argentina	-34.5585098	-58.4824486	2012-12-14	http://www.computrabajo.com.ar/bt-ofrd-kaizenrh-1636892.htm	2012-12-15
2012-12-13	Palermo	Capital Federal	Desarrollador Mobile Sr.Iphone/Android (Zona Palermo) URGENTE!!!		Enviar pretensiones por mail. Ref: Desarrollador Mobile Sr.	Inmediato	Incorporación permamente.	Tiempo Completo	Enviar CV y pretensiones por mail. Ref.: Desarrollador Mobile Sr.	Kaizen Recursos Humanos	Maria Teresa Di Rico			Palermo - Buenos Aires, Argentina	-34.5888889	-58.4305556	2012-12-14	http://www.computrabajo.com.ar/bt-ofrd-kaizenrh-1644040.htm	2012-12-15
2012-12-13	Todo el país	Todo el país	.Net Developer SSr/ Sr. con Inglés ( Modalidad de Trabajo Remoto) URGENTE!!		Enviar pretensiones por mail. Ref: .Net Developer SSr/ Sr. con I	Inmediato	Incorporación permamente.	Tiempo Completo, Desde Casa	Enviar CV y pretensiones por mail. Ref.: .Net Developer SSr/ Sr. con Inglés	Kaizen Recursos Humanos	Maria Teresa Di Rico						2012-12-14	http://www.computrabajo.com.ar/bt-ofrd-kaizenrh-1651188.htm	2012-12-15
2012-12-13	Colegiales	Capital Federal	Desarrollador iOS Sr.( Zona Colegiales) URGENTE!!!		Enviar pretensiones por mail. Ref:Desarrollador iOS Sr.	Inmediato	Incorporación permamente.	Tiempo Completo	Enviar CV y pretensiones por mail. Ref.:Desarrollador iOS Sr.	Kaizen Recursos Humanos	Maria Teresa Di Rico			Colegiales - Buenos Aires, Ciudad Aut�noma de Buenos Aires, Argentina	-34.5741667	-58.4491667	2012-12-14	http://www.computrabajo.com.ar/bt-ofrd-kaizenrh-1658336.htm	2012-12-15
2012-12-13	Colegiales	Capital Federal	Desarrollador Java Android (Zona Colegiales) URGENTE!!!		Enviar pretensiones por mail. Ref: Desarrollador Java Android	Inmediato	Incorporación permamente.	Tiempo Completo	Enviar CV y pretensiones por mail. Ref.: Desarrollador Java Android	Kaizen Recursos Humanos	Maria Teresa Di Rico			Colegiales - Buenos Aires, Ciudad Aut�noma de Buenos Aires, Argentina	-34.5741667	-58.4491667	2012-12-14	http://www.computrabajo.com.ar/bt-ofrd-kaizenrh-1665484.htm	2012-12-15
2012-12-13	Recoleta	Capital Federal	Analista Técnico Funcional Jr. ( Zona Recoleta, de 12 a 21 hs) URGENTE!!!		Enviar pretensiones por mail. Ref: Analista Técnico Funcional Jr	Inmediato	Incorporación permamente.	Tiempo Completo	Enviar CV y pretensiones por mail. Ref.: Analista Técnico Funcional Jr.	Kaizen Recursos Humanos	Maria Teresa Di Rico			Recoleta - Buenos Aires, Ciudad Aut�noma de Buenos Aires, Argentina	-34.5905556	-58.3905556	2012-12-14	http://www.computrabajo.com.ar/bt-ofrd-kaizenrh-1672632.htm	2012-12-15
2012-12-13	Belgrano	Capital Federal	Desarrolladores .NET SSr ( Zona Belgrano) CONTRATO TEMPORARIO,		Enviar pretensiones por mail. Ref:Desarrolladores .NET SSr	Enero 2013	Periodo de 3 tres meses	Tiempo Completo, Temporal	Enviar CV y pretensiones por mail. Ref.: Desarrolladores .NET SSr ( Zona Belgrano) CONTRATO TEMPORARIO,	Kaizen Recursos Humanos	Maria Teresa Di Rico			Belgrano - Buenos Aires, Argentina	-34.5625	-58.4583333	2012-12-14	http://www.computrabajo.com.ar/bt-ofrd-kaizenrh-1679780.htm	2012-12-15
2012-12-13	Belgrano	Capital Federal	Desarrolladores Visual 6 SSr (Zona Belgrano) CONTRATO TEMPORAL		Enviar pretensiones por mail. Ref: Desarrolladores Visual 6 SSr	Enero 2013	Periodo de 3 meses	Tiempo Completo, Temporal	Enviar CV y pretensiones por mail. Ref.: Desarrolladores Visual 6 SSr CONTRATO TEMPORAL	Kaizen Recursos Humanos	Maria Teresa Di Rico			Belgrano - Buenos Aires, Argentina	-34.5625	-58.4583333	2012-12-14	http://www.computrabajo.com.ar/bt-ofrd-kaizenrh-1686928.htm	2012-12-15
2012-12-14	Chacarita	Capital Federal	Supervisor de Soporte Técnico para importante cadena de productos de electrodomésticos		A convenir	Inmediato	Largo plazo	Tiempo Completo	Enviar CV y remuneración pretendida al e-mail que figura en el formulario	Xappia - T	Talent Manager			Chacarita - Buenos Aires, Ciudad Aut�noma de Buenos Aires, Argentina	-34.587	-58.4542	2012-12-15	http://www.computrabajo.com.ar/bt-ofrd-dbak-1215160.htm	2012-12-15
2012-11-23	Capital Federal	Buenos Aires	DBA Oracle Senior		Enviar CV indicando pretensiones	Inmediato	Indefinido	Tiempo Completo	Enviar curriculum por correo electronico	Synchro Technologies S.A	Silvia Vargas			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-11-24	http://www.computrabajo.com.ar/bt-ofrd-synchrorrhh-0.htm	2012-12-15
2012-12-14	Capital Federal	Buenos Aires	Administrador de Base de Datos		A Convenir	Inmediato	Indefinido	Tiempo Completo	correo electronico	Synchro Technologies S.A	Silvia Vargas			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-12-15	http://www.computrabajo.com.ar/bt-ofrd-synchrorrhh-157256.htm	2012-12-15
2012-10-16	Capital Federal	Buenos Aires	Operador Turno Rotativo (Mañana/Tarde/Noche)		A convenir	Inmediato	Indefinida	Tiempo Completo	enviar curriculum	Synchro Technologies S.A	Silvia Vargas			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-synchrorrhh-107220.htm	2012-12-15
2012-11-12	Capital Federal	Buenos Aires	Programadores .NET jr/Ssr/Sr		A convenir	Inmediato	Indefinida	Tiempo Completo	por correo electronico	Synchro Technologies S.A	Silvia Vargas			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-11-13	http://www.computrabajo.com.ar/bt-ofrd-synchrorrhh-114368.htm	2012-12-15
2012-11-29	Córdoba Capital	Córdoba	Representantes comerciales		A convenir	Inmediato	Indeterminado	Medio Tiempo	Registrarse y postularse en www.lectusconsultora.com	Lectus - Soluciones en RRHH	Alejandra Garcia			C�rdoba, Argentina	-31.3989296	-64.1821289	2012-11-30	http://www.computrabajo.com.ar/bt-ofrd-lectusconsultora-528952.htm	2012-12-15
2012-12-7	Córdoba	Córdoba	Programadores PHP		A convenir	Inmediato	Plazo Indeterminado	Tiempo Completo	www.lectusconsultora.com	Lectus - Soluciones en RRHH	Alejandra Garcia			C�rdoba, Argentina	-31.3989296	-64.1821289	2012-12-08	http://www.computrabajo.com.ar/bt-ofrd-lectusconsultora-550396.htm	2012-12-15
2012-11-29	Córdoba Capital	Córdoba	Jefe de Obra		A convenir	Inmediato	Indeterminado	Tiempo Completo	Registrarse y postularse en www.lectusconsultora.com	Lectus - Soluciones en RRHH	Alejandra Garcia			C�rdoba, Argentina	-31.3989296	-64.1821289	2012-11-30	http://www.computrabajo.com.ar/bt-ofrd-lectusconsultora-536100.htm	2012-12-15
2012-11-29	Córdoba Capital	Córdoba	Coordinador de Obras		A convenir	Inmediato	Indeterminado	Tiempo Completo	Registrarse y postularse en www.lectusconsultora.com	Lectus - Soluciones en RRHH	Alejandra Garcia			C�rdoba, Argentina	-31.3989296	-64.1821289	2012-11-30	http://www.computrabajo.com.ar/bt-ofrd-lectusconsultora-543248.htm	2012-12-15
2012-11-23	Córdoba Capital	Córdoba	Jefe de Ventas Terrestres		a convenir	Inmediato	Indeterminado	Tiempo Completo	Registrarse y postularse en el sitio web www.lectusconsultora.com	Lectus - Soluciones en RRHH	Alejandra Garcia	0351-4248511	0351-4248511	C�rdoba, Argentina	-31.3989296	-64.1821289	2012-11-24	http://www.computrabajo.com.ar/bt-ofrd-lectusconsultora-500360.htm	2012-12-15
2012-11-7	Córdoba Capital	Córdoba	Vendedora de Salón		A convenir	Inmediato	Indeterminado	Tiempo Completo	Registrarse y postularse en www.lectusconsultora.com	Lectus - Soluciones en RRHH	Alejandra Garcia			C�rdoba, Argentina	-31.3989296	-64.1821289	2012-11-08	http://www.computrabajo.com.ar/bt-ofrd-lectusconsultora-221588.htm	2012-12-15
2012-11-23	Wilde	Buenos Aires	Analista Funcional		Indicar remuneracion solicitada (excluyente)	Inmediato	Tiempo Indefinido	Tiempo Completo	Enviar CV por correo electronico	NH Consultores	Nestor			Wilde, Buenos Aires, Argentina	-34.7040787	-58.3205986	2012-11-24	http://www.computrabajo.com.ar/bt-ofrd-nhconsultores-214440.htm	2012-12-15
2012-11-21	San Martin	Buenos Aires	Jefe/a de Administración de Personal -Capacitacion -Comunicacion Interna		Indicar remuneración pretendida (exluyente)	inmediato	Tiempo Indefinido	Tiempo Completo	Envíar currículum por correo electrónico	NH Consultores	Horacio			San Mart�n, Buenos Aires, Argentina	-34.5759506	-58.5372696	2012-11-22	http://www.computrabajo.com.ar/bt-ofrd-nhconsultores-200144.htm	2012-12-15
2012-10-29	Lanus - GBA sur - Buenos Aires	Buenos Aires	Auxiliar Administrtivo Financiero		Indicar remuneración pretendida	inmediato	Tiempo Indefinido	Tiempo Completo	Enviar CV por correo electronico	NH Consultores	Horacio			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-nhconsultores-171552.htm	2012-12-15
2012-10-27	Lanús	Buenos Aires	Ingeniero Industrial		A convenir	Inmediato	Permanente	Tiempo Completo	Enviar currículum por correo electrónico	NH Consultores	Horacio / Nestor			Lan�s, Buenos Aires, Argentina	-34.6994171	-58.3926315	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-nhconsultores-150108.htm	2012-12-15
2012-11-23	Wilde	Buenos Aires	Jefe de Ingeniería de Ventas		Indicar remuneracion solicitada (excluyente)	inmediato	Tiempo Indefinido	Tiempo Completo	Envíar currículum por correo electrónico	NH Consultores	Horacio			Wilde, Buenos Aires, Argentina	-34.7040787	-58.3205986	2012-11-24	http://www.computrabajo.com.ar/bt-ofrd-nhconsultores-114368.htm	2012-12-15
2012-12-4	Banfield	Buenos Aires	Comprador Junior		Indicar remuneracion solicitada (excluyente)	inmediato	Contrato por tiempo indeterminado	Tiempo Completo	Enviar CV por correo electronico	NH Consultores	Miguel			Banfield, Buenos Aires, Argentina	-34.7446112	-58.3917316	2012-12-04	http://www.computrabajo.com.ar/bt-ofrd-nhconsultores-85776.htm	2012-12-15
2012-10-27	Capital Federal	Buenos Aires	Directv - Ventas		A convenir	Inmediato	Indeterminado	Medio Tiempo	Enviar CV por mail	DTV Plus	Romina			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-empleodtv-14296.htm	2012-12-15
2012-12-5	Capital Federal	Buenos Aires	Importante empresa de Call Center busca operadores de ventas		A convenir	Inmediato	Indeterminado	Medio Tiempo	Enviar CV por mail	DTV Plus	Belen Diaz			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-12-06	http://www.computrabajo.com.ar/bt-ofrd-empleodtv-135812.htm	2012-12-15
2012-12-12	Capital Federal	Buenos Aires	Vendedores telefonicos para Visa-Standard Bank Turno Tarde		A Convenir	Inmediaro	Indeterminado	Medio Tiempo	Por Mail	DTV Plus	Belen Diaz			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-12-13	http://www.computrabajo.com.ar/bt-ofrd-empleodtv-150108.htm	2012-12-15
2012-10-1	Ciudad Autonoma de Buenos Aires	Capital Federal	Desarrollador .Net (C#) Sr. Ssr. | Desarrolladores .Net Sr. Ssr.		A convenir	Inmediato	Por proyecto	Tiempo Completo	CV_Senior	IngerTec S.R.L	Cecilia			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-itec-28592.htm	2012-12-15
2012-12-14	Ciudad Autónoma de Buenos Aires	Capital Federal	Desarrollador .Net (C#) Junior | Desarrolladores .Net Junior		A Convenir	Inmediato	Por Proyecto	Tiempo Completo	Enviar CV con foto y remuneración pretendida	IngerTec S.R.L	Cecilia			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-12-15	http://www.computrabajo.com.ar/bt-ofrd-itec-21444.htm	2012-12-15
2012-12-14	Capital Federal	Capital Federal	Estudiante Sistemas		A Convenir	Inmediato	Indeterminada	Tiempo Completo, Medio Tiempo	Envíar currículum por correo electrónico con foto y remuneración pretendida	IngerTec S.R.L	Fernando Rey			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-12-15	http://www.computrabajo.com.ar/bt-ofrd-itec-0.htm	2012-12-15
2012-11-2	Belgrano	Capital Federal	Instalador de Accesorios Concesionaria. // Belgrano		$ 4669.- br + Viáticos + Premios	Inmediato-Urgente	Efectivo	Tiempo Completo	Enviar c.v. por correo electrónico. Ref: Instalador de Accesorios Concesionaria. // Belgrano	Consultora TGA	Lic. Alejandra			Belgrano - Buenos Aires, Argentina	-34.5625	-58.4583333	2012-11-03	http://www.computrabajo.com.ar/bt-ofrd-tga2-100072.htm	2012-12-15
2012-10-29	Zona Norte	Buenos Aires	Analista de Procesos Jr.		a convenir	inmediato	puesto fijo	Tiempo Completo	Enviar c.v. por correo electrónico	Consultora TGA	Lic. Alejandra Tomassini			Norte, Berisso, Buenos Aires, Argentina	-34.8646317	-57.8872452	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-tga2-1858480.htm	2012-12-15
2012-10-29	Barracas	Capital Federal	Ejecutivo de Cuenta Jr/ Semi senior		a convenir	inmediato	puesto fijo	Tiempo Completo	Enviar c.v. por correo electrónico con remuneracion pretendida. Ref: Ejecutivos de cuentas. Barracas	Consultora TGA	Lic. Alejandra Tomassini			Barracas - Buenos Aires, Ciudad Aut�noma de Buenos Aires, Argentina	-34.65	-58.3833333	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-tga2-1772704.htm	2012-12-15
2012-10-29	Barracas	Capital Federal	Ejecutivo de Cuenta S/Sr. Barracas		a convenir	inmediato	Efectivo	Tiempo Completo	Enviar c.v. por correo electronico con Ref: Ejecutivos de Cuentas. Barracas	Consultora TGA	Lic. Alejandra Tomassini			Barracas - Buenos Aires, Ciudad Aut�noma de Buenos Aires, Argentina	-34.65	-58.3833333	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-tga2-1551116.htm	2012-12-15
2012-10-29	Malvinas Argentinas	Buenos Aires	Operario eslinga		a convenir	inmediato	puesto efectivo	Tiempo Completo	Enviar c.v. por correo electrónico	Consultora TGA	Lic. Alejandra Tomassini			Malvinas Argentinas, Buenos Aires, Argentina	-34.8206133	-58.4256116	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-tga2-1372416.htm	2012-12-15
2012-10-27	Zona Sur	Buenos Aires	Analista de Procesos Jr.		a convenir	inmediato	puesto fijo	Tiempo Completo	Enviar c.v. por correo electrónico	Consultora TGA	Lic. Alejandra Tomassini			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-tga2-1365268.htm	2012-12-15
2012-10-27	Avellaneda	Buenos Aires	Responsable de Producción Empresa Publicidad en Vía Publica. Avellaneda		A Convenir	Inmediato	Efectivo	Tiempo Completo	Enviar c.v. por correo electrónico	Consultora TGA	Lic. Alejandra			Avellaneda, Buenos Aires, Argentina	-34.6610756	-58.3669739	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-tga2-1000720.htm	2012-12-15
2012-10-29	San Miguel	Buenos Aires	Ingeniero Ventas Industrial - San Miguel		A convenir	octubre 2012	Efectivo	Tiempo Completo	Enviar c.v. por correo electrónico	Consultora TGA	Lic. Alejandra Tomassini			Colonia San Miguel, Buenos Aires, Argentina	-36.9500008	-60.1166611	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-tga2-1022164.htm	2012-12-15
2012-10-29	Avellaneda / Tigre	Buenos Aires	Ej. Sr Cuentas Farmacéutica - Avellaneda - Tigre		A Convenir	Inmediato	Efectivo	Tiempo Completo	Enviar c.v. por correo electrónico	Consultora TGA	Lic. Alejandra			Avellaneda, Tigre, Buenos Aires, Argentina	-34.4220467	-58.5853958	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-tga2-1015016.htm	2012-12-15
2012-10-27	Villa Devoto	Capital Federal	Técnico Electrónico - Devoto		A Convenir	junio 2012	Efectivo	Tiempo Completo	Enviar c.v. por correo electrónico	Consultora TGA	Lic. Alejandra			Villa Devoto - Buenos Aires, Argentina	-34.6	-58.5166667	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-tga2-1007868.htm	2012-12-15
2012-10-27	Vicente López	Buenos Aires	Mecánico Ford - Vte Lopez		A Convenir	Inmediato	Efectivo	Tiempo Completo	Enviar c.v. por correo electrónico	Consultora TGA	Alejandra Tomassini			Vicente L�pez, Buenos Aires, Argentina	-34.5281205	-58.473816	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-tga2-993572.htm	2012-12-15
2012-10-27	Malvinas Argentinas	Capital Federal	Supervisor de Operaciones. Malvinas Argentinas		A convenir	Inmediato	Efectivo	Tiempo Completo	Enviar Cv por mail, con remuneración pretendida. Ref.Supervisor Logisitico. Malvinas Argentinas	Consultora TGA	Lic. Alejandra			Malvinas Argentinas, Buenos Aires, Ciudad Aut�noma de Buenos Aires, Argentina	-34.6303334	-58.4493785	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-tga2-979276.htm	2012-12-15
2012-10-27	Rio Grande	Tierra del Fuego	Ingeniero Jr. Capacitador en Planta Productiva - Rio Grande		A Convenir	Inmediato	Efectivo	Tiempo Completo	Enviar c.v. por correo electrónico	Consultora TGA	Lic. Alejandra			R�o Grande, Argentina	-53.7860374	-67.7002243	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-tga2-900648.htm	2012-12-15
2012-10-27	Rio Grande	Tierra del Fuego	Ingeniero Recibido - Planta Rio Grande		A Convenir	Inmediato	Efectivo	Tiempo Completo	Enviar c.v. por correo electrónico	Consultora TGA	Lic. Alejandra			R�o Grande, Argentina	-53.7860374	-67.7002243	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-tga2-893500.htm	2012-12-15
2012-10-27	Capital Federal	Capital Federal	Asistente Comercial Ref Asistente Comercial canal Retail		A Convenir	Inmediato	Efectivo	Tiempo Completo	Enviar c.v. por correo electrónico	Consultora TGA	Alejandra Tomassini			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-tga2-850612.htm	2012-12-15
2012-11-8	Constitución	Capital Federal	Ingeniero Lider de Proyecto. Constitucion		A Convenir	Inmediato	Efectivo	Tiempo Completo	Enviar c.v. por correo electrónico con remuneracion pretendida. Ref: Ingeniero Lider de Proyecto. Constitucion	Consultora TGA	Lic. Alejandra			Constituci�n - Buenos Aires, Ciudad Aut�noma de Buenos Aires, Argentina	-34.6261244	-58.3859524	2012-11-09	http://www.computrabajo.com.ar/bt-ofrd-tga2-843464.htm	2012-12-15
2012-10-27	Florida	Buenos Aires	Farmacéutico / a Director Técnico Planta Logística - Florida		A convenir	Inmediato	Efectivo	Tiempo Completo	Enviar c.v. por correo electrónico	Consultora TGA	Lic. Gimena Bello			Florida, Buenos Aires, Argentina	-34.5329498	-58.4909058	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-tga2-829168.htm	2012-12-15
2012-10-29	Microcentro	Buenos Aires	Asistente Director General. Microcentro.		A Convenir	Inmediato-Urgente	Efectivo	Tiempo Completo	Enviar c.v. por correo electrónico con remuneraciones pretendida: Ref: Asistente de Director. Microcentro	Consultora TGA	Lic. Alejandra			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-tga2-1036460.htm	2012-12-15
2012-10-29	Lanus	Buenos Aires	Asistente tecnico ingenieria /// Ing. Part Time Lanus		A Convenir	Inmediato-Urgente	Estable	Tiempo Completo	enviar cv por mail	Consultora TGA	Lic. Alejandra			Lan�s, Buenos Aires, Argentina	-34.6994171	-58.3926315	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-tga2-807724.htm	2012-12-15
2012-10-29	Campana	Buenos Aires	Tecnicos Mantenimiento Campana		$4500 netos	Inmediato-Urgente	Efectivo	Tiempo Completo	Enviar c.v. por correo electrónico	Consultora TGA	Lic. Alejandra			Campa�a, Buenos Aires, Argentina	-34.1674805	-58.9526405	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-tga2-771984.htm	2012-12-15
2012-10-29	San Martin	Buenos Aires	Tecnico Electricista San Martin		a conversar en entrevista	noviembre 2012	Efectivo	Tiempo Completo	Enviar c.v. por correo electrónico	Consultora TGA	Lic. Alejandra			San Mart�n, Buenos Aires, Argentina	-34.5759506	-58.5372696	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-tga2-764836.htm	2012-12-15
2012-10-27	Microcentro	Capital Federal	Administrativa de Contratos Empresa de Publicidad Microcentro		A Convenir	Inmediato-Urgente	Efectivo	Tiempo Completo	Enviar Cv por mail, con remuneración pretendida. Ref: Administrativa de Contratos Empresa de Publicidad Microcentro	Consultora TGA	Lic. Alejandra			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-10-29	http://www.computrabajo.com.ar/bt-ofrd-tga2-729096.htm	2012-12-15
